qubits,M,tau,num_iters,num_states,fidelity
2,25,0.1,1,25,0.9999999999999756
3,25,0.1,1,25,0.9999999999999984
4,25,0.1,1,25,1.000000000000015
5,25,0.1,1,25,1.0000000000000644
6,25,0.1,1,25,1.000000000000195
7,25,0.1,1,25,1.0000000000292246
8,25,0.1,1,25,0.30889242600112443
8,25,0.1,2,50,0.5721652975103861
8,25,0.1,3,75,0.9999999999958993
9,25,0.1,1,25,0.035304614503217556
9,25,0.1,2,50,0.03530461450327946
9,25,0.1,3,75,0.2487727669584417
9,25,0.1,4,100,0.415902603105743
9,25,0.1,5,125,0.632485335114016
9,25,0.1,6,150,0.9733187151482159
9,25,0.1,7,175,1.0000000000003149
10,25,0.1,1,25,0.05216336040645707
10,25,0.1,2,50,0.052163360406457984
10,25,0.1,3,75,0.18099287731408045
10,25,0.1,4,100,0.21705162389716504
10,25,0.1,5,125,0.349724900761883
10,25,0.1,6,150,0.3623100105413568
10,25,0.1,7,175,0.42826610132826
10,25,0.1,8,200,0.5560982734862927
10,25,0.1,9,225,0.7025415025299044
10,25,0.1,10,250,0.8081746858470548
10,25,0.1,11,275,0.9919564578935448
11,25,0.1,1,25,0.15055784646589185
11,25,0.1,2,50,0.15055784646588322
11,25,0.1,3,75,0.11807841384898816
11,25,0.1,4,100,0.1325285791378061
11,25,0.1,5,125,0.09850451161267543
11,25,0.1,6,150,0.0851797095842582
11,25,0.1,7,175,0.06203314071412653
11,25,0.1,8,200,0.0835595715835644
11,25,0.1,9,225,0.1385830908937204
11,25,0.1,10,250,0.22595478367903887
11,25,0.1,11,275,0.25430670803896255
11,25,0.1,12,300,0.32586815672514846
11,25,0.1,13,325,0.38687051561946645
11,25,0.1,14,350,0.4922174968097389
11,25,0.1,15,375,0.5522529072445718
11,25,0.1,16,400,0.6057920331532033
11,25,0.1,17,425,0.6956593526913307
11,25,0.1,18,450,0.78251117559067
11,25,0.1,19,475,0.9220143753324843
11,25,0.1,20,500,0.999999999985175
12,25,0.1,1,25,0.06627079009082126
12,25,0.1,2,50,0.015812500422290814
12,25,0.1,3,75,0.015812500422283163
12,25,0.1,4,100,0.018579125946997475
12,25,0.1,5,125,0.023826858516409484
12,25,0.1,6,150,0.01737090209527878
12,25,0.1,7,175,0.030528873357655487
12,25,0.1,8,200,0.03470222976336217
12,25,0.1,9,225,0.04885369607541455
12,25,0.1,10,250,0.09207311015904844
12,25,0.1,11,275,0.09793476478531234
12,25,0.1,12,300,0.1029038885280374
12,25,0.1,13,325,0.11446511221627903
12,25,0.1,14,350,0.10117713075285605
12,25,0.1,15,375,0.2051453258785947
12,25,0.1,16,400,0.24268110601167248
12,25,0.1,17,425,0.2975373286373758
12,25,0.1,18,450,0.4025669751786598
12,25,0.1,19,475,0.4831543134831565
12,25,0.1,20,500,0.5654402532560688
12,25,0.1,21,525,0.6673202617501515
12,25,0.1,22,550,0.6798370697867983
12,25,0.1,23,575,0.6959472600991486
12,25,0.1,24,600,0.7052383535507151
12,25,0.1,25,625,0.8002279211660123
12,25,0.1,26,650,0.9005305017741294
12,25,0.1,27,675,0.9238457666396414
12,25,0.1,28,700,0.9285047058890324
12,25,0.1,29,725,0.9357773728330304
12,25,0.1,30,750,0.9423430397964763
12,25,0.1,31,775,0.9462106976951213
12,25,0.1,32,800,0.9513243396359715
12,25,0.1,33,825,0.9593252926331635
12,25,0.1,34,850,0.967399499271113
12,25,0.1,35,875,0.975531408688141
12,25,0.1,36,900,0.9816090859039733
12,25,0.1,37,925,0.9864395979603422
12,25,0.1,38,950,0.9937749707007981
