qubits,num_iters,num_states,fidelity
2,1,2,0.9999999999998177
3,1,2,0.36440260990307766
3,2,3,1.0000000000002882
4,1,2,0.002017526700734735
4,2,3,0.0675413784862786
4,3,4,0.29008127768338293
4,4,5,0.8355718770015665
4,5,6,1.0000000000002927
5,1,2,0.1351203182493173
5,2,3,0.7664943892671506
5,3,4,0.22257498222865366
5,4,5,0.6847764019671551
5,5,6,0.6430610860148545
5,6,7,0.8739111117460552
5,7,8,0.7945587730823223
5,8,9,0.9999969512564233
6,1,2,0.04244884395139108
6,2,3,0.20950201290851134
6,3,4,0.32052941656920103
6,4,5,0.10268524535994676
6,5,6,0.340102443874741
6,6,7,0.3314632109254749
6,7,8,0.7830019740533137
6,8,9,0.5987055912774035
6,9,10,0.598356191626478
6,10,11,0.6548595485784635
6,11,12,0.6839283443115763
6,12,13,0.7446702449722551
6,13,14,0.7193380347692141
6,14,15,0.9479046461523044
6,15,16,0.8725383168859095
6,16,17,0.9333797707423961
6,17,18,0.9430964185998574
6,18,19,0.9998113324310381
7,1,2,0.4237452502408677
7,2,3,0.5068187757765409
7,3,4,0.25066667862503295
7,4,5,0.5913435882577152
7,5,6,0.04576827070127993
7,6,7,0.2890362588773952
7,7,8,0.7076247167133838
7,8,9,0.46218129610816744
7,9,10,0.5415352510099852
7,10,11,0.8275679539247687
7,11,12,0.5139059699095873
7,12,13,0.5700604571466167
7,13,14,0.7145945267081651
7,14,15,0.6171681679456881
7,15,16,0.6722265392606283
7,16,17,0.9490790176018821
7,17,18,0.8723841941532315
7,18,19,0.944642924761621
7,19,20,0.9385557724259449
7,20,21,0.9038405821851735
7,21,22,0.9540661060974251
7,22,23,0.9215876196154494
7,23,24,0.9485324372918319
7,24,25,0.9546206722829662
7,25,26,0.976227435230466
7,26,27,0.9893555805656596
7,27,28,0.9844732520606935
7,28,29,0.9808058017307195
7,29,30,0.9841825966354387
7,30,31,0.9909340704933157
8,1,2,0.04803168606617801
8,2,3,0.07113732430033369
8,3,4,0.000932886794312321
8,4,5,0.0005973992966076777
8,5,6,0.2936712104140373
8,6,7,0.32650620601813896
8,7,8,0.13583227362565545
8,8,9,0.41784128671137716
8,9,10,0.21635796815617064
8,10,11,0.5735822995030058
8,11,12,0.5512031753687482
8,12,13,0.3723995241115562
8,13,14,0.4001038474783571
8,14,15,0.4393079353790486
8,15,16,0.38880997320974087
8,16,17,0.562163710279298
8,17,18,0.6042681549355564
8,18,19,0.5300045429253646
8,19,20,0.6784972545407614
8,20,21,0.6862107253058969
8,21,22,0.5797531969498868
8,22,23,0.6791897576453475
8,23,24,0.8235564508524982
8,24,25,0.6876589113175647
8,25,26,0.784211757957503
8,26,27,0.8680302479975757
8,27,28,0.7577720157285027
8,28,29,0.766909530198262
8,29,30,0.8420915089368229
8,30,31,0.7165234716283092
8,31,32,0.793086352929327
8,32,33,0.8889353680903367
8,33,34,0.8710336977108954
8,34,35,0.8180029674487552
8,35,36,0.9012735493225494
8,36,37,0.8823967499302877
8,37,38,0.7685646381478619
8,38,39,0.8970059780776277
8,39,40,0.8985546586162424
8,40,41,0.9001663187808617
8,41,42,0.8271947976672768
8,42,43,0.9075386369305085
8,43,44,0.902247229085403
8,44,45,0.9070593648992321
8,45,46,0.8672750485086528
8,46,47,0.8538234650880694
8,47,48,0.9325654435288773
8,48,49,0.8319142644466061
8,49,50,0.9108864247581692
8,50,51,0.924546246954577
8,51,52,0.931299702234532
8,52,53,0.9586924017226309
8,53,54,0.9677154451243843
8,54,55,0.9714116835098475
8,55,56,0.9597407396266586
8,56,57,0.9678946540814612
8,57,58,0.9742263124167736
8,58,59,0.9773473623904093
8,59,60,0.978858598658555
8,60,61,0.9910046376980521
