qubits,M,tau,num_iters,num_states,fidelity
2,20,0.1,1,20,0.9999999999998221
3,20,0.1,1,20,1.0000000000002567
4,20,0.1,1,20,1.0000000000011662
5,20,0.1,1,20,0.8988633147745962
5,20,0.1,2,40,0.9999971790332627
6,20,0.1,1,20,0.6261430284495485
6,20,0.1,2,40,0.949319815027868
6,20,0.1,3,60,1.000000000001501
7,20,0.1,1,20,0.25410173552346355
7,20,0.1,2,40,0.39267771851009176
7,20,0.1,3,60,0.7060241728438827
7,20,0.1,4,80,0.917596552187438
7,20,0.1,5,100,0.9567935152604329
7,20,0.1,6,120,0.9675286051202663
7,20,0.1,7,140,0.9972829945679742
8,20,0.1,1,20,0.12983428110083386
8,20,0.1,2,40,0.1742128105920286
8,20,0.1,3,60,0.6745605617934217
8,20,0.1,4,80,0.8100515668679286
8,20,0.1,5,100,0.8969551333883176
8,20,0.1,6,120,0.9532099709852522
8,20,0.1,7,140,0.9990945761600772
9,20,0.1,1,20,0.2755171035275764
9,20,0.1,2,40,0.18938097499005074
9,20,0.1,3,60,0.1611877927876607
9,20,0.1,4,80,0.18637874864033585
9,20,0.1,5,100,0.2899685855255402
9,20,0.1,6,120,0.3444724549447159
9,20,0.1,7,140,0.43463390133756125
9,20,0.1,8,160,0.4691373751614792
9,20,0.1,9,180,0.6348281408764875
9,20,0.1,10,200,0.7154361269634392
9,20,0.1,11,220,0.7711173750194528
9,20,0.1,12,240,0.8157972456811176
9,20,0.1,13,260,0.8339104574025951
9,20,0.1,14,280,0.832395544477353
9,20,0.1,15,300,0.9000827383515239
9,20,0.1,16,320,0.9250349897583782
9,20,0.1,17,340,0.9294079668039477
9,20,0.1,18,360,0.9490648204471362
9,20,0.1,19,380,0.9626876180883449
9,20,0.1,20,400,0.9694810669801732
9,20,0.1,21,420,0.977256704344666
9,20,0.1,22,440,0.9887001206237922
9,20,0.1,23,460,0.9929642066835919
10,20,0.1,1,20,0.09913546464529159
10,20,0.1,2,40,0.06661670275063368
10,20,0.1,3,60,0.14647271594184688
10,20,0.1,4,80,0.16478064821883504
10,20,0.1,5,100,0.19551435417513996
10,20,0.1,6,120,0.2301255928477539
10,20,0.1,7,140,0.2939685998494319
10,20,0.1,8,160,0.3520569709112687
10,20,0.1,9,180,0.4182793611198563
10,20,0.1,10,200,0.4996335968956425
10,20,0.1,11,220,0.5641723235661265
10,20,0.1,12,240,0.6273899888100096
10,20,0.1,13,260,0.6983025514287077
10,20,0.1,14,280,0.7742854801123263
10,20,0.1,15,300,0.8307881189138892
10,20,0.1,16,320,0.8831876574665045
10,20,0.1,17,340,0.8993125953602995
10,20,0.1,18,360,0.924716222096818
10,20,0.1,19,380,0.9455039350717863
10,20,0.1,20,400,0.9613487609820331
10,20,0.1,21,420,0.9746694482926557
10,20,0.1,22,440,0.983541975630866
10,20,0.1,23,460,0.9895966604398803
10,20,0.1,24,480,0.9952199039267013
