qubits,M,tau,num_iters,num_states,fidelity
2,10,0.1,1,10,0.9999999999999765
3,10,0.1,1,10,0.9999999999998965
4,10,0.1,1,10,0.999999999861974
5,10,0.1,1,10,0.9075845982390032
5,10,0.1,2,20,0.9999999537333554
6,10,0.1,1,10,0.08487496743731039
6,10,0.1,2,20,1.0003075021698424
7,10,0.1,1,10,0.2048804209300645
7,10,0.1,2,20,0.5501139570854774
7,10,0.1,3,30,0.2442200162918373
7,10,0.1,4,40,0.5040437584085802
7,10,0.1,5,50,0.3521589158650772
7,10,0.1,6,60,0.8995775380415153
7,10,0.1,7,70,1.0002464435130207
8,10,0.1,1,10,0.07556633584543339
8,10,0.1,2,20,0.42714871914025526
8,10,0.1,3,30,0.4473482766402017
8,10,0.1,4,40,0.421596562226241
8,10,0.1,5,50,0.4508579284495817
8,10,0.1,6,60,0.7865378227519314
8,10,0.1,7,70,1.0002085995206975
